A,B,C,D,LABEL
13.0,238602847.0,356602847.0,23766540.0,0
,,,142223356.0,0
,,,1371955.0,0
3.0,2678143982.0,2678143982.0,746613.0,0
55.0,69522283.0,783185376.0,,0
213.0,23176530128.0,49776642214.0,1149810817.0,0
,,,129377414.0,0
,,,1573797.0,0
62.0,3046031328.0,3693420081.0,713247.0,0
,2700000000.0,,39155311.0,0
10.0,2883639680.0,2883639680.0,109831629.0,0
,,,72511031.0,0
,,,108833.0,0
,,,75480280.0,0
,,,46697.0,0
,14670000000.0,,112689307.0,0
130.0,59777987046.0,72348770079.0,366542256.0,0
,,,227762294.0,0
,7425700000.0,,1343554767.0,0
,5280000000.0,,11741450.0,0
,575809744.0,,105613370.0,0
,,,11028476.0,0
,46566540726.0,,36160475.0,0
813.0,154142939889.0,229911905068.0,10242395491.28,0
,187000000.0,,1150122.0,0
,,,,0
,3060000000.0,,117081842.7,0
,1102385178000.0,,1693744.0,0
93.0,2974228540.0,5324159448.0,5419860.0,0
177.0,13740764523.0,21421415666.0,846880998.0,0
,11812723020.0,,30308303.2,0
,,,,0
50.0,5634079407.0,8691314351.0,4457738.0,0
,8640000000.0,,216449.0,0
,,,3165149.0,0
,80700468808.0,,27736995.0,0
,,,2814124.0,0
,117588000000.0,,1120845724.0,0
3.0,55000000.0,203067540.0,1752564.0,0
,,,80666995.0,0
,18200000000.0,,32513564.0,0
,,,88118251.0,0
16.0,1057500000.0,1589190000.0,70724826.0,0
1.0,47000000.0,47000000.0,579786.0,0
,117664680000.0,,17840848.0,0
,,,711690.0,0
,609000000.0,,3890164.0,0
,,,11215.0,0
,47402652242.0,,,0
,284585362754.0,,,0
,,,85979714.0,0
12.0,10282174000.0,10282174000.0,2005560.0,0
,,,125298.0,0
,,,50356834.0,0
,,,19939467.0,0
36.0,1174596917.0,4722235722.0,9093123.9,0
,518400000.0,,222564.0,0
,34879691066.0,,,0
,,,137455903.0,0
,472631530566.0,,,0
,,,5638807.0,0
238.0,18868394003.0,36106819750.0,,0
33.0,821269062.0,1403762302.0,74137711.0,0
11.0,2246000000.0,2597000000.0,1256286.0,0
,,,68607451.0,0
5.0,106587300.0,106587300.0,12050509.0,0
22.0,303916256.0,1793611557.0,2049830.0,0
86.0,1054450602.0,1130030092.0,154888.0,0
,,,316738.0,0
,832500000000.0,,2291692313.0,0
,16569554639.0,,,0
,,,1005856.0,0
,,,114260.0,0
25.0,1328575000.0,2844575000.0,419068250.0,0
,22219622532.0,,4732672.0,0
68.0,93266073.0,3205552032.0,579027.0,0
,,,118860116.0,0
,,,6944195.0,0
,23845561181612.0,,,0
,131448829000.0,,15677211.0,0
4.0,7892000.0,7892000.0,122236857.0,0
2.0,52865344.0,52865344.0,,0
,,,,0
,,,3857441.0,0
,278949082600.0,,,0
17.0,1557837485.0,1777837485.0,8878023.2,0
,909457470.0,,381327571.0,0
,,,497626.0,0
1.0,106000000.0,106000000.0,1349428.0,0
,73864313688.0,,551946794.0,0
,,,47021981.0,0
,,,409366.0,0
,,,,0
19.0,585733333.0,1505733333.0,118117157.0,0
2.0,80000000.0,115000000.0,15321254.0,0
,,,1067010874.0,0
155.0,10648466756.0,14886889118.0,2548651.0,0
,19658044812.0,,49427982.0,0
25.0,4592581572.0,6642505309.0,18629.0,0
,303888000000.0,,332130877.0,0
2.0,7026855.0,7026855.0,7973145.0,0
,93191571792.0,,257804467.0,0
11.0,500000000.0,3998372829.0,2447862.0,0
,1134000000.0,,4292.0,0
,,,3110952.0,0
,,,1023835.0,0
,,,96670972.0,0
,29697460440.0,,38761605.0,0
10.0,67926786.0,74926786.0,26070412.0,0
,,,,0
,3600000000.0,,700072218.0,0
16.0,1449502311.0,5279661255.0,502997919.0,0
,105750820908.0,,,0
1.0,,57981740.0,757110.0,0
15.0,207000000.0,4436195835.0,766807.0,0
,5943878768.0,,54616479.0,0
,282623534948.0,,0.0,0
18.0,301109200.0,673359200.0,3227502.0,0
,1899021974654.0,,172940.0,0
,2962294813000.0,,64966.0,0
,,,771753.0,0
,,,2233843.0,0
,521080000.0,,42260949.0,0
87.0,20626236842.0,22487118942.0,6009295.0,0
4.0,607925000.0,607925000.0,236342.0,0
11.0,57161216560.0,69144224640.0,6563572.0,0
12.0,216189208.0,216189208.0,594221.0,0
26.0,1977970623.0,3959558863.0,340709.0,0
,368458688000.0,,659987757.0,0
24.0,1218988843.0,1218988843.0,845943.0,0
,,,50256647.0,0
,600000000.0,,76269008.0,0
,,,63291.0,0
,321000000.0,,3159679.0,0
,,,263954463.0,0
,,,7005487.0,0
,,,,0
,3368128817235.0,,,0
,28432996470.0,,,0
,,,2060071.0,0
32.0,145560775.0,2214626939.0,2034608.0,0
,,,862407.0,0
60.0,6312521855.0,11337953479.0,1553328.0,0
,25137884530.0,,302262735.0,0
90.0,10645878971.0,11923773149.0,,0
,,,10482595.0,0
,45007298294.0,,,0
8.0,9228462000.0,9228462000.0,3419731.0,0
,,,,0
149.0,8612170610.0,19723442976.0,,0
,66010000000.0,,268091221.0,0
,236063791840.0,,1029355412.5,0
,24489036370.0,,,0
,,,5030096.0,0
,,,0.0,0
,153531366156.0,,16141209.0,0
,,,43860329.0,0
,806721030140.0,,1951854003.0,0
,1239484719328.0,,763156044.0,0
,650000000.0,,24445068.0,0
,,,1860809.6,0
,11275000000.0,,204982619.0,0
,6975000000.0,,116629989.0,0
3.0,259143456.0,259143456.0,2502588.0,0
,,,1311781.0,0
120.0,11220959795.0,16260744392.0,,0
,,,25244.0,0
1.0,13885777044.0,13885777044.0,1631253.6,0
,,,5765368.0,0
,,,792.0,0
,,,,0
49.0,1109885966.0,1375169526.0,221379774.0,0
,,,3547483.0,0
,,,85567655.0,0
,,,175811351.0,0
51.0,228055000.0,3670654256.0,7572433.0,0
130.0,28517656313.0,51999823500.0,,0
,,,11150185.0,0
170.0,5110629214.0,10476617841.0,13664.0,0
,,,210643511.3,0
,3920920000.0,,40827664.0,0
,1378606000.0,,22781710.0,0
,1940613329570.0,,,0
,,,2513370.0,0
,150297998400.0,,2828748276.0,0
,,,377314.0,0
,,,13061.0,0
,3950802012.0,,7733218.0,0
16.0,4000041568.0,7871714324.0,4273603.0,0
,,,1039892.0,0
,6708377733.0,,4084966.6,0
12.0,39592940.0,44752640.0,24142656.0,0
,,,1820899.0,0
,1667043441.0,,,0
,,,,0
168.0,403894546667.0,542115955764.0,448657538.0,0
,,,1424483.0,0
,4566442188.0,,8294.0,0
,,,1145389.0,0
179.0,424421862.0,119614660528.0,589559752.6,0
1.0,1000000.0,1000000.0,713040.0,0
,,,428056.0,0
,2365000000.0,,225912131.0,0
148.0,8403736609.0,16852367275.0,206476490.0,0
,2786100521040.0,,,0
1.0,,1000000.0,5133452.0,0
11.0,1685000000.0,2843895000.0,225517385.0,0
35.0,7811650602.0,9515502380.0,1080251.0,0
27.0,1314812279.0,3118117113.0,149942737.0,0
11.0,736159200.0,1700767509.0,1437615.0,0
1.0,1000000.0,1000000.0,4139101.0,0
,10975000000.0,,10632657.0,0
2.0,800000.0,1600000.0,67606805.0,0
72.0,2040660840.0,5273356252.0,,0
47.0,15184367053.0,29903855396.0,22042553.9,0
,35502874930.0,,6677626.0,0
,,,73808.0,0
,,,21809158.0,0
12.0,1737541931.0,3116230612.0,2444983.0,0
,,,2924181.0,0
,,,21931990.0,0
1.0,10000000.0,10000000.0,11729179.0,0
,,,38359771.0,0
,24510000000.0,,194974807.0,0
72.0,6440633541.0,11193483541.0,,0
,111082928694.0,,2067953.0,0
,,,15167.0,0
,,,5648357.0,0
12.0,194622400.0,581557640.0,53286670.0,0
,,,1108146.0,0
,,,25184.0,0
,,,1944966.0,0
13.0,76598880.0,230443949.0,41012218.0,0
52.0,7627984988.0,8015978864.0,154689404.0,0
,,,113855640.0,0
,,,122724976.0,0
,,,133564373.0,0
,252224728200.0,,8467889.0,0
,6092406151834.0,,3847484.0,0
,,,14768.0,0
19.0,122124000.0,208432000.0,822230.0,0
,8098630572.0,,75452.0,0
,94179371860.0,,32226.0,0
30.0,3489688640.0,6012696736.0,345261.0,0
,1076509584.0,,24036.0,0
,159930000000.0,,17429176.0,0
,12101101675.0,,934508.0,0
25.0,754088393.0,1270943729.0,145756.0,0
,,,10156045.0,0
32.0,1307104.0,390408199.0,,0
,,,86069.0,0
,37450000000.0,,17619750.0,0
,182313712000.0,,14290791.0,0
8.0,249700000.0,591700000.0,3428875.0,0
,,,,0
,,,,0
,,,,0
4.0,1853000000.0,1853000000.0,12211573.0,0
16.0,1832738205.0,4148212178.0,249027.0,0
8.0,5589710.0,1116777420.0,4679814.0,0
,,,708695014.0,0
,10220000000.0,,2070065.0,0
41.0,2038119169.0,8102614247.0,5003756818.0,0
113.0,9001295000.0,14583295000.0,1293406.0,0
,,,6157063.0,0
,,,448456.0,0
,,,28667762.0,0
,288480345500.0,,14786235.0,0
,,,20402070.0,0
,2857800000000.0,,,0
,14940016000.0,,173943553.0,0
45.0,6362564368.0,8284064566.0,915319.0,0
,32932717785.0,,6166954.0,0
,4290000000.0,,134947.0,0
223.0,25356508782.0,68537043429.0,3314302950.0,0
,39584000000.0,,176278746.0,0
,,,9598795.0,0
197.0,547705936603.0,1001162760769.0,895413154.0,0
,40000000.0,,2282941.0,0
43.0,721437320.0,1399279594.0,24639587.0,0
2.0,417000000.0,503000000.0,,0
,26865730836.0,,,0
,3529758270.0,,10082599.0,0
56.0,54348469600.0,58562969600.0,1272321.0,0
,20700000000.0,,156580495.0,0
,,,56521.0,0
1.0,,390000000.0,192517399.0,0
,174882714400.0,,145496202.0,0
,77564785900.0,,17965881.0,0
62.0,4144313955.0,7449508888.0,371187.0,0
,,,34557527.0,0
55.0,5685562155.0,8196584358.0,19140903.0,0
,,,98578.0,0
37.0,2444800430.0,2867766230.0,610373670.0,0
5.0,,1011529699.0,55836.0,0
,1710000000.0,,17779128.0,0
,,,25092847.0,0
,,,999575.0,0
,550000000.0,,356632571.0,0
,120840000000.0,,807788.0,0
,12048649031.0,,6413727.0,0
,,,29391995.0,0
32.0,139812200.0,908483000.0,43283471.0,0
111.0,2915650653.0,5078494622.0,773964528.0,0
,531795.0,,,0
,,,24737560.0,0
,,,,0
,,,926219.0,0
22.0,4723570199.0,4751611670.0,152111.0,0
,6000000.0,,10769836.0,0
,,,67111137.0,0
192.0,742481532.0,3107316221.0,,0
,15269798585.0,,40225.0,0
,108521226.0,,257490920.0,0
13.0,276000000.0,557000000.0,1953675.0,0
,,,204026333.0,0
,67359136920.0,,,0
,18124721884548.0,,,0
6.0,,378899113.0,,0
,,,725074.7,0
,,,165976.0,0
,,,,0
,,,28697250.0,0
13.0,2600000000.0,4413000000.0,39566450.0,0
42.0,974213838.0,1792355447.0,2390599985.0,0
48.0,285189095.0,5706550102.0,6113175891.1,0
4.0,17000000000.0,23000000000.0,5124246.0,0
,,,54674.0,0
,,,10298263.0,0
64.0,4469921329.0,8454972883.0,464446591.7,0
11.0,2071328883.0,2071328883.0,,0
5.0,,98981858.0,64620.0,0
,287850000.0,,6165511.0,0
,12149280000.0,,75938954.0,0
,1440000000.0,,233986261.0,0
,8000000.0,,21303184.0,0
,,,169234603.0,0
,726501946128.0,,,0
,808000000000.0,,,0
,1244750376408.0,,4502174.0,0
26.0,1945000000.0,4445000000.0,76767718.0,0
,703146526830.0,,2875248745.0,0
,,,4553.0,0
,,,5879442.0,0
,290434000000.0,,0.0,0
9.0,212202174.0,625397563.0,54847847.0,0
3.0,770000000.0,1840000000.0,18399311.8,0
8.0,245132774.0,517132774.0,1499597.0,0
30.0,5146955821.0,8449915498.0,,0
,3936178516077.0,,,0
,540458325.0,,,0
,,,433869214.0,0
,5260000000.0,,1699508.0,0
,,,1856705.0,0
,,,517350849.0,0
,,,7864.0,0
301.0,20323265081.0,36969243528.0,89495.0,0
105.0,538765732007.0,984123905624.0,9630859925.0,0
,70000000.0,,5332276.0,0
,260000000.0,,6934733.0,0
,,,133608.0,0
2.0,10904608.0,10904608.0,17754718.0,0
5.0,150453280.0,920266400.0,205716364.0,0
,,,3510888.0,0
,14698816088.0,,1267785497.0,0
117.0,6330172047.0,24881830505.0,1126905.0,0
3.0,64400000.0,64400000.0,0.0,0
,,,42051716.0,0
,,,,0
,38577044.0,,2840863912.0,0
,3238900000.0,,98406955.0,0
270.0,11745413277.0,22236361378.0,,0
,,,1390996.0,0
,14300000000.0,,1045980.0,0
,,,358149762.0,0
,,,137442635.0,0
840.0,1864397907863.0,2730677616177.0,29612903.3,0
,72600000000.0,,586304867.0,0
1.0,,869189.0,796147.0,0
152.0,6800998724.0,12853236302.0,1104484374.0,0
2.0,105217000.0,105217000.0,,0
,,,,0
,3876000000000.0,,449713677.0,0
,809600000.0,,1371049.0,0
,,,43691037.0,0
5.0,7309716316.0,12376704746.0,58139.0,0
48.0,2816617048.0,7101464648.0,65984907.0,0
,,,46446.0,0
,7500000000.0,,82674758.0,0
,,,10466315.0,0
,,,2500000.0,0
25.0,1983950000.0,2588950000.0,107437219.0,0
168.0,9140457300.0,15463120382.0,732884.0,0
6.0,135000000.0,4794723039.0,6481561.0,0
,,,7185772.0,0
,2079929629.0,,4260854.0,0
6.0,25059863014.0,25059863014.0,,0
,,,19877.0,0
,,,1238189.0,0
,,,,0
10.0,,19107778.0,2948180.0,0
45.0,1221122610.0,2652391127.0,3079908.0,0
,,,118786.0,0
14.0,1014030471.0,1213730471.0,326085.0,0
14.0,800793762.0,800793762.0,64712.0,0
96.0,1845980649.0,2999923932.0,2201037.0,0
,,,2751740.0,0
,113518663456.0,,908840162.7,0
41.0,1680346900.0,2063963003.0,56007.0,0
,467939760750.0,,1463404976.0,0
,,,8334392.0,0
23.0,13749172538.0,16313532552.0,101583433.0,0
,,,200391017.0,0
,254891682748.0,,26442002.0,0
,,,192884.0,0
27.0,1885195194.0,1967477115.0,35727.0,0
,,,109706.0,0
,,,2404957.0,0
,126164849880.0,,14743331.0,0
69.0,189170566.0,16836043160.0,8177038.0,0
,,,231060012.0,0
12.0,121855018.0,121855018.0,4915593.0,0
51.0,23697872000.0,51047796000.0,1246564648.0,0
,494228687389.0,,70842015.0,0
,,,1367956.0,0
66.0,12703679650.0,18847489399.0,7018222.0,0
,38208071220.0,,35600121.0,0
,26764716632.0,,17441260.0,0
,54240000000.0,,9818451.0,0
,267775299594.0,,1766743846.0,0
,,,34159376.0,0
,,,350033663.0,0
,,,461539626.0,0
,3019219112.0,,95279.0,0
,,,177842301.0,0
,,,905388.0,0
,,,5776252.0,0
,331583857.0,,1980129.0,0
,5449059402248.0,,,0
,378000000.0,,29609104.0,0
,35235336960.0,,251139698.0,0
,,,600913616.0,0
,,,71552.0,0
65.0,29911654110.0,58373504016.0,,0
,,,104387879.0,0
,,,,0
,4006316064.0,,147460552.0,0
4.0,1390156164.0,1390156164.0,780000.0,0
,594664180000.0,,,0
,,,,0
1.0,394500000.0,394500000.0,1316746.0,0
,1200000000.0,,67572916.0,0
16.0,812642925.0,1697144525.0,1292113990.0,0
89.0,17073761.0,26834255273.0,,0
3.0,,100352000.0,130310.0,0
,,,,0
,61421753270.0,,,0
,,,2161375.0,0
,11000000000.0,,415965441.0,0
,,,2000000.0,0
11.0,172571222.0,275571222.0,22390114.0,0
13.0,215233086.0,5347518694.0,,0
11.0,267970024.0,267970024.0,1213068.0,0
,,,25592813.0,0
,,,22857.0,0
15.0,1144400789.0,1249691589.0,106657864.0,0
15.0,1814000.0,2892000.0,91266677.0,0
,274005720040.0,,,0
2.0,,14350000.0,3985031.0,0
,,,2857972.0,0
,1120000000.0,,2347371.0,0
,,,31147738.0,0
51.0,2311200612.0,5450008084.0,502717895.0,0
,,,478797859.0,0
,,,4502323.0,0
38.0,26070162.0,3476133986.0,,0
56.0,1605971934.0,1885860204.0,14754524.0,0
11.0,7105187256.0,7123790708.0,0.0,0
,,,1023556.0,0
,,,43231206.0,0
,,,15050156.0,0
,,,35497649.0,0
,,,,0
,,,168028266.0,0
82.0,25973906917.0,44048327981.0,2611000.0,0
,,,293168.1,0
,515400000.0,,1175045.0,0
,,,84600.0,0
,332325000000.0,,11651395.0,0
,3667411133814.0,,24282.3,0
465.0,69134153975.0,153399889185.0,28970129.0,0
,93840000000.0,,1337582297.0,0
,,,200158850.0,0
45.0,4050670620.0,4622630620.0,329957989.0,0
,64560460266.0,,39814772.0,0
,,,1633862.0,0
47.0,314270562.0,686473506.0,332828.0,0
2.0,26049600.0,126049600.0,2960588.0,0
40.0,12142538617.0,43330317417.0,634819948.0,0
,,,652787.0,0
,1040000000.0,,309221.0,0
,38533808312.0,,14526855.0,0
,10800000000.0,,7768273.0,0
,,,1515426.0,0
,13600000000.0,,271064279.0,0
113.0,2637285636.0,5268074012.0,639087851.0,0
,17520000000.0,,39810872.0,0
2.0,,1655070.0,3759210413.0,0
,,,47809.0,0
48.0,9090752173.0,17444970270.0,82372631.0,0
28.0,6325044765.0,9872534244.0,108429.0,0
,1931419182.0,,328679830.0,0
26.0,1205000000.0,1530500000.0,661534.0,0
,115600000000.0,,153504173.0,0
,,,289608479.0,0
,,,1073036.72,0
,29464000000.0,,219851733.0,0
3.0,1155900000.0,1265900000.0,4294453.0,0
,,,900000.0,0
392.0,66016442594.0,115901227929.0,,0
39.0,11803025.0,19847468.0,1000000.0,0
,,,65557163.0,0
,,,290568465.0,0
,182289178000.0,,387100280.0,0
30.0,3767269354.0,6795117268.0,71417749.0,0
,222802678413.0,,71755961.0,0
7.0,26142534.0,26142534.0,1941145.0,0
,330200005977.0,,13410705.0,0
,18277.0,,,0
,,,700871878.3,0
,386789205.0,,2068596060.0,0
,,,,0
1.0,,350000.0,,0
27.0,629185603.0,1158155603.0,5617859.0,0
,,,5243818.0,0
,,,3025205.0,0
,16659400000.0,,,0
,,,1551748.0,0
,,,357785.0,0
,,,137378336.0,0
244.0,386985445.0,715489206.0,945111.0,0
,,,,0
,,,3520933469.0,0
,,,1838503.0,0
,345015320000.0,,66198.2,0
,63664932.0,,,0
100.0,3709976954.0,7021154830.0,,0
,28560000000.0,,246673446.0,0
12.0,9647437918.0,17638437918.0,54747619.0,0
,,,25277978.0,0
,,,9698747.0,0
,14902452544.0,,490337947.3,0
27.0,1859334616.0,2511634616.0,921276.0,0
2.0,80000000.0,680000000.0,7591.0,0
,,,4193274.0,0
37.0,68793720897.0,108062630155.0,,0
71.0,5085871552.0,11377111928.0,0.0,0
,6503470070496.0,,,0
,,,1631665.0,0
,,,11412016.0,0
12.0,56711050.0,64884272.0,58452794.0,0
,,,1016373.0,0
,39270347567015.0,,,0
,38360000000.0,,17867356.0,0
,105161715932.0,,223201219.0,0
,,,2979578.0,0
,,,87747908.0,0
6.0,,1628759940.0,,0
,1072419540928.0,,842775.0,0
,,,69.0,0
1.0,7105000000.0,7105000000.0,,0
,2400000000.0,,80663269.0,0
87.0,3439742298.0,6029580814.0,6319696.0,0
,6022038152.0,,8278292.0,0
,,,207140853.0,0
,89685108570.0,,4969668746.3,0
,,,5984808.0,0
29.0,14738697.0,37280571.0,254616.0,0
23.0,419530630.0,1000025315.0,1145664.0,0
,,,9758.0,0
,3450000000.0,,408042372.0,0
,,,41511.0,0
,,,474953091.0,0
23.0,15949000000.0,35069000000.0,1699084.0,0
,117704881000.0,,15427464.1,0
48.0,,4646011767.0,90131829.0,0
406.0,147488049158.0,265864758268.0,,0
16.0,8800000000.0,13460000000.0,1053342496.0,0
,,,3464282.0,0
,287650043384.0,,,0
,,,96600.0,0
36.0,7046435846.0,7078218142.0,0.0,0
16.0,7220534208.0,13776469008.0,4771952251.0,0
10.0,220000000.0,594000000.0,1848250.0,0
,103180.0,,,0
221.0,12730529871.0,21687510667.0,20624356.0,0
,,,3684620.0,0
,244020000000.0,,,0
8.0,,1443735000.0,1315801.0,0
6.0,88195232877.0,107395232877.0,139651944.0,0
,10045000000.0,,20983747.0,0
114.0,5983116277.0,10784688761.0,352100646.0,0
,1387342954734.0,,2883844484.9,0
,1345420671375.0,,6230.0,0
,56854000000.0,,63404554.0,0
4.0,59745744.0,59745744.0,69988.0,0
,149660000000.0,,3445134.0,0
,,,7356641.0,0
22.0,2374000000.0,4667000000.0,6427109.0,0
,,,10593559.0,0
,,,16619924.0,0
,,,,0
,,,16427613.0,0
,,,840791179.0,0
70.0,1042447128.0,1498337354.0,14411840.0,0
57.0,3302867248.0,17528414064.0,1502368.0,0
,,,150154.0,0
26.0,446600000.0,1614030000.0,91343.0,0
,24992860268.0,,456445283.0,0
28.0,308611806.0,13944090761.0,,0
,,,16721678.0,0
,10387913849670.0,,1301151886.6,0
20.0,2395607950.0,15425607950.0,8814398.0,0
86.0,639045288.0,1504136574.0,37272779.0,0
,7699648000.0,,145438.0,0
,,,25292088.0,0
,,,460943542.0,0
,1886540217030.0,,1682337.0,0
,,,36294034.0,0
30.0,2012669761.0,2125397878.0,65120.0,0
,3807312688175.0,,591457954.0,0
49.0,1427007425.0,2152614219.0,3146464.0,0
,,,5507076.0,0
5.0,212500000.0,342500000.0,1117884.0,0
,2258432582.0,,5825930.0,0
,,,828077.0,0
,,,183007627.0,0
,,,1035663.0,0
,,,,0
113.0,6107274714.0,13709255413.0,1279196939.0,0
,7250000000.0,,2084270.0,0
,133016918408073.0,,7419643296.02,0
,84016949328.0,,105976272.0,0
,,,9052215.0,0
,3766620000000.0,,23380103.0,0
51.0,4466602706.0,9328603990.0,776967554.0,0
,,,,0
,5307000000.0,,100385104.0,0
,,,387609089.0,1
,,,17270384.0,0
,,,5970859.0,0
,,,,0
,4800000000.0,,5015327.0,0
,,,173989.0,0
,302205240.0,,,0
1.0,500000000.0,500000000.0,,0
,3443390448.0,,,0
,,,12054542.0,0
2.0,1200000000.0,1200000000.0,,0
16.0,836000000.0,2512500000.0,212721838.0,0
28.0,6406967671.0,10762507397.0,2927386.0,0
,,,352304.0,0
1.0,500000000.0,500000000.0,,0
,55350000000.0,,931669327.0,0
13.0,61850473.0,61850473.0,,0
,,,18608.0,0
,5754034832.0,,658599.0,0
,,,37447283.0,0
3.0,5739339778.0,5739339778.0,660222.0,0
95.0,3355906260.0,15520241470.0,,0
,4800000.0,,290538216.0,0
63.0,1981622920.0,5324842403.0,9411626.0,0
22.0,580149534.0,784527306.0,2024600.0,0
,,,61693104.0,0
,,,2776035.0,0
43.0,558534094.0,1663734927.0,32689113.0,0
,,,27821872.0,0
,39158957640.0,,16848852.0,0
,,,120224166.0,0
5.0,245777457.0,245777457.0,32472759.0,0
,,,310009.0,0
,4877736000.0,,67233050.0,0
18.0,601000000.0,1052000000.0,1525161.0,0
,101259450944.0,,2218901.0,0
,,,,0
,,,4296290.0,0
,18156865096.0,,277119504.0,0
,157990522704.0,,267097.0,0
,,,348374245.0,0
,,,24787959.0,0
,8880000000.0,,20007100.0,0
2.0,5012098.0,5012098.0,1000.0,0
71.0,17760055806.0,29910946036.0,65725089.0,0
36.0,1034773712.0,3141171986.0,534340.0,0
,,,289431197.0,0
,3775876438.0,,4823413.0,0
36.0,462186393.0,1342078757.0,94255918.0,0
,5432947047.0,,414717053.0,0
,,,45247.0,0
,4080000000.0,,110881313.0,0
,7676390400.0,,90110915.0,0
40.0,1160571287.0,2539168302.0,71101310.0,0
4.0,36000000.0,72000000.0,3036203.0,0
,,,5032511.0,0
2.0,183359997.0,183359997.0,18314456.0,0
15.0,9272458120.0,9272458120.0,7330024.0,0
,,,1245001647.0,0
1.0,15000000.0,15000000.0,1909034.0,0
,,,203299570.0,0
,109937302056.0,,205119.0,0
,,,12378.0,0
,,,1238891.0,0
11.0,300000000.0,9645000000.0,8782531.0,0
,,,24887500.0,0
,360000000.0,,4294489.0,0
99.0,682326077.0,1275029164.0,21325904.0,0
209.0,5974000273.0,25129572124.0,426959521.0,0
,,,22089040.0,0
,,,,0
1.0,1081103.0,1081103.0,0.0,0
,365000000.0,,14005164.0,0
,375000000.0,,3236008.0,0
9.0,385163200.0,385163200.0,551177.0,0
,117372000000.0,,1095727.0,0
,825000000.0,,23981812.0,0
,28008969542616.0,,,1
,18000000000.0,,67165866.0,0
,,,1656183.0,0
,900000000.0,,2436158.0,0
5.0,3481600000.0,3481600000.0,417710.0,0
,,,8308853.0,0
13.0,500230144.0,1014615021.0,992814.0,0
1.0,,170000000.0,1432861.0,0
17.0,344011489.0,876062988.0,13483.0,0
8.0,383156339.0,787992504.0,76723187.0,0
,,,109052285.0,0
,15871672524.0,,35070325.0,0
,,,,0
15.0,399827744.0,780283944.0,444.0,0
33.0,1818225881.0,2438083893.0,,0
293.0,19910847858.0,43750877093.0,,0
,1366981940.0,,7600522.0,0
,,,41664.0,0
,,,52220790.0,0
,,,580681.0,0
,3632839296.0,,63009577.0,0
,,,,0
,,,95931.0,0
,,,574.0,0
23.0,1655521400.0,4637342924.0,179912382.0,0
,,,,0
,,,271051453.0,0
,,,271194891.0,0
,18252000000.0,,94627878.0,0
,,,308882387.0,0
,,,2905903.0,0
,,,321849.0,0
,113400000000.0,,223128140.0,0
16.0,1909294881.0,3716684470.0,5935429.0,0
,,,58226749.0,0
,546332000000.0,,1037602412.0,0
,,,2512593.0,0
117.0,5917611000.0,10935745000.0,3980237.0,0
7.0,,610085700.0,788733.0,0
,37740000000.0,,302767681.0,0
38.0,7915883473.0,9048933473.0,43035070.0,0
5.0,220200000.0,244400000.0,33015783.0,0
,,,,0
1.0,200000000.0,200000000.0,6902005.0,0
,,,479936.0,0
505.0,27778787104.0,52502175888.0,4437867205.0,0
,151642369080.0,,551652023.0,0
,2918400000000.0,,6418630443.0,0
,,,19414252.0,0
,,,23040997.0,0
22.0,761300000.0,1283060000.0,10894585.0,0
,,,,0
,,,11578326.0,0
1.0,33475000.0,33475000.0,304.0,0
28.0,4087442047.0,13116071391.0,925631.0,0
345.0,126523716457.0,271099932553.0,1790644.0,0
,,,14316258.0,0
,,,2781.0,0
,99062115768.0,,,0
,194000000000.0,,73426891.0,0
6.0,137885200.0,1419725230.0,3934916.0,0
22.0,173863095.0,420192327.0,8463185.0,0
2.0,,488000000.0,18772808.0,0
,,,1172650.0,0
,139400000.0,,16725810.0,0
,30000000.0,,4799.0,0
,84000000.0,,31364463.0,0
49.0,7330022530.0,22896664103.0,765182693.0,0
,255116768800.0,,,0
,4255470.0,,3164113.0,0
1.0,1500000.0,1500000.0,1500012.0,0
,,,226941.0,0
88.0,7726226944.0,16194414469.0,,0
,32860286620.0,,186184324.0,0
,80786697960848.0,,92838687723.0,0
,,,497363014.0,0
301.0,23712963770.0,52038291101.0,397387523.0,0
,,,28093404.0,0
,,,92461.0,0
,,,3759563.0,0
,,,5632887.0,0
,,,1131877.0,0
,,,19068099.0,0
,,,,0
,,,2969408.0,0
22.0,227483472.0,237715170.0,3196806.0,0
,17705448000.0,,852784792.0,0
,,,2142952.0,0
192.0,680642507.0,1752282580.0,234676.0,0
60.0,61993413699.0,118510304177.0,33198794.0,0
,,,998113.0,0
,11589109344.0,,1042016.0,0
,96460000000.0,,2203656.0,0
122.0,10362082643.0,26813344120.0,,0
,,,831950.0,0
,,,552794.0,0
,10234000000.0,,72209045.0,0
,354649921920.0,,,0
6.0,8159660.0,8159660.0,1026551.0,0
,62285439839.0,,14154782.0,0
,24620000000.0,,54874997.0,0
,35990000000.0,,8999010.0,0
22.0,4039111566.0,5194197309.0,2515464.0,0
,105318078000.0,,3614279913.0,0
,,,1094209.0,0
153.0,10553203946.0,18622007399.0,,0
,20000000000.0,,397545861.0,0
63.0,1407874676.0,4652546281.0,,0
39.0,3792147131.0,4688993794.0,146656475.0,0
70.0,1411751843.0,1895230759.0,59697934.0,0
,11749040.0,,65543534.0,0
36.0,2055606889.0,2596325659.0,1063372.0,0
77.0,2573241334.0,5711857912.0,14007.0,0
39.0,8695559371.0,15551447933.0,,0
49.0,8061930178.0,10072930178.0,,0
